id,body,commenter_id,created_at,parent_id,time,type,updated_at,vialogue_id
314065," While presenting the chart with three sections of the design phase (Inspiration, Ideation, and Implementation) Mr. Brown mentions that most people fall into the trap of spending most of their energy in the ideation portion. He mentions how important that it is to be well rounded in this process, coming up with good inspiration, creating ideas, and then implementing them. I think this underscores the importance of surrounding yourself with people that have different skill sets--ones that can inspire ideas all the way through those who can see through the finishing touches.<br /><br />Much of this discussion has been around physical products so far, but when shifting the lens towards education--whether that be classroom design, instructional design, an educational product-- I think many of the same ideas apply. Design can't be successful unless it has these three characteristics, inspiration, ideation, and implementation. I think it's rare that one person encompasses all three of these traits fully, so choosing your partners and playing off of eachothers' strengths can really benefit.",48772,2018-09-10T02:04:41.000-04:00,,976,text,2018-09-10T02:04:41.000-04:00,45305
314079," I really appreciate how welcoming this toy design group is to new ideas. They respect that these thoughts come in all different shapes and forms. They throw their ideas up on the board and assign it a level of completeness, which I think allows for some great brainstorming. Often is the case that ideas that could result in something, don't ever get mentioned because the owner of the idea is too ashamed to share them in their infancy.<br /><br />Although the clutter of the work space looks a bit stressful to me, I think they really have something going with their ""inspiration"" and ""ideation"". It seems like these designers then pass off the implementation responsibility to some of the larger manufacturers, which I think speaks to my previous point of surrounding yourself with people who have strengths at different points in the design process.",48772,2018-09-10T02:27:52.000-04:00,,2920,text,2018-09-10T02:27:52.000-04:00,45305
314945, As someone who came from non-design/technology background the whole topic was very new and interesting. I can't agree more about the importance of seeing and thinking with the users' points of view. I believe that everything only becomes realistic and useful when it is designed for a specific use and users.,48848,2018-09-10T22:25:30.000-04:00,,1688,text,2018-09-10T22:25:30.000-04:00,45305
315588," Mr. Brown stated that a good design thinking comes with three stages: Inspiration, Ideation, and Implementation. We used to be taught that the ideation is the only part (or at less the most important part) when we are going to come up with some new idea and had neglected the processes of where the idea comes from and how to execute the idea in a better way.",48638,2018-09-11T20:26:31.000-04:00,,982,text,2018-09-11T20:26:31.000-04:00,45305
315609," For getting some new idea implemented in a most efficient way, Mr. Brown talked about we can using storytelling to develop and express ideas whether to our partners or our targeted consumers. In my opinion, this is another way of working with empathy, just as our inspiration can start with empathy. People know better about how you think during the whole process can have a better understanding of your product.",48638,2018-09-11T20:48:10.000-04:00,,2173,text,2018-09-11T20:48:10.000-04:00,45305
316324," I like the idea of incorporating several components of ""thinking"" which excites new insights as a source of inspiration. Also the idea of validation is very interesting to me because it was not necessarily something that I thought of when thinking of design - I was more of the mind of personal interpretation and representation. He speaks of looking through the lens of someone else and not what is of value for one's self.",49015,2018-09-12T19:17:13.000-04:00,,965,text,2018-09-12T19:17:13.000-04:00,45305
316367," Mr. Brown said, design is not ""the"" but ""one"" approach to innovation. I really wonder what the other approaches are. Design here refers to a ""human-centered"" process. Therefore, other approaches, in this sense, may be ""object-centered"", ""decentralized"" or etc..  It also reminds me of Aristotle's four causes of an entity (i.e. Material Cause, Agent Cause, Formal Cause and Final Cause). At the best of my knowledge, none of the causes is centered of why an entity exist.<br /><br />Also, Mr. Brown mentioned, ""designers create things either what they think the world needs or quite often what they think they need, which is perhaps not the most effective way of doing human-centered innovation. But you know that it can work."" Did Mr. Brown contradict his own opinions? What will he do and feel if he works with a designer who is very self-centered? I am very curious about that. <br /><br />Although a social phobia can be an extremely talented artist, the possibility of it is quite rare. If an average person like me who would like to do some innovations, the three stages of design (i.e. inspiration, ideation and implementation) are very practical to follow.<br /><br />In a word, to methodize the process of how designers design is very conducive to empower every human being with the ability to create and become a fully developed figure rather than a means of something or someone else.",48878,2018-09-12T20:26:00.000-04:00,,726,text,2018-09-12T20:26:00.000-04:00,45305
317024," There is a very surprising point about the relationship between innovation and design thinking: what does design do for innovation? When we see so many new technologies, strategies, and markets etc., how did they get created? If we say, design thinking is supported by a broad and rich set of tools and environments, then we can also think this way: the ""new"" here means an ongoing process, it means a development process of various things, and this process can be defined with three phases: inspiration (like sprout and hiddenly grow), ideation (formation of the idea) and implementation (really execute and apply). The boundary of the inspiration should not be limited, at least for a good design-thinker, because good innovation can be inspired by a tiny concept.",48637,2018-09-15T03:09:45.000-04:00,,891,text,2018-09-15T03:09:45.000-04:00,45305
317025," Empathy also plays a great role. If a design-thinker only think about himself, or things merely around him, it won't be a smart idea. The aim should be aiming to understand multiple groups, and also understand them on multiple levels. Great innovation should be a mixer from various aspects. No matter is for ideation or the implementation phase, building things also needs learning at the same time.",48637,2018-09-15T03:10:08.000-04:00,,1417,text,2018-09-15T03:10:08.000-04:00,45305
317047," Does ""Human-centered"" means the interactive process that provides the nice experience for people participated in? Especially for the client or both side of the project, the designer and the client at the same time?",48761,2018-09-16T14:18:08.000-04:00,,871,text,2018-09-16T14:18:08.000-04:00,45305
317048,"I am very impressed that design thinking is not a methodology but a culture. People with a design-thinking mindset activley engage in the projects to obtain an individual experience for them, which is a great way to cultivate and practice empathy. It is a virtuous cycle. People need to start to learn it by doing it. <br /><br />Also, the culture may be contagious. The passion to get the thing to the ground can be spread to any facet of the society thereby people get involved can facilitate the multilateral collaboration. People from government, business and academy can definitely communicate to push forward the project.",48761,2018-09-16T14:50:07.000-04:00,,0,text,2018-09-16T14:50:07.000-04:00,45305
317140," I think the idea of ""learn by prototyping"" is very interesting. In general, people's original designs are not perfect. As Brown said, the prototype can happen very quickly and inexpensive. It's an effective way to find problems from the prototype and fix them in the next prototype design. I also like the idea of ""a prototype hasn't to be physical but must be tangible"", which means a prototype must allow people to build a picture to have a sense of what you have learned. Prototypes may only exist on drawings or computers, but they can help people have a clear understanding of the final product. I think it's also a challenge to make a prototype that is fully capable of showing the finished product and being cheap.",48872,2018-09-17T00:25:01.000-04:00,,1469,text,2018-09-17T00:25:01.000-04:00,45305
317277," I love the idea of ""design thinkers use the world as a source of inspiration not just validation"". It is so true especially for marketing innovation. Before conducting marketing research to figure out whether an idea could work on the market, good marketers tend to generate ideas from their surroundings. They get inspiration from the environment and people around them.",49032,2018-09-17T17:27:44.000-04:00,,1032,text,2018-09-17T17:27:44.000-04:00,45305
317279," I agree with Mr. Brown that marketers of Nike are good story tellers. They use a story to bring an idea alive and get things out into the market. Compared to directly show their products: a pair of shoe or t-shirts to their customer, a good story of products could generate consumers' empathy. Also sometimes stories could help provide the framework for creating ideas and help designers to check if something is missing in the design process. A good story also represents the rationale of design.",49032,2018-09-17T17:35:52.000-04:00,,2208,text,2018-09-17T17:35:52.000-04:00,45305
318866," Mr.Brown's speech make me think about the relationship between design thinking and innovation. Design Thinking is the creation of solutions to challenges  usually based on ‘a human-based approach’, which means considering users and their needs as the beginning point of developing any new product. We can use a design thinking mindset to enroll in a process of innovation, yet unless the process is successful and measurable , it cannot be said to be innovation.",49196,2018-09-21T02:11:39.000-04:00,,3326,text,2018-09-21T02:11:39.000-04:00,45305
317044," Mayer stated that learning is caused by instructional method rather than the media. Thus, when it comes to online learning, a multimedia principle should be applied and it should incorporate videos, graphics such as tables, and more in order for students to see a clear picture of the topic. Also, especially if the multimedia supports the information in the textbook, it might enhance the retention of the information. For example, if an instructor decides to post a video of his lecture, is important to adhere to the coherence principle. Otherwise, some students might either get confused or close it without finishing listening to it. However, contiguity principle is not always feasible as some graphics are too complex and might not permit text next to the relevant part of the graphic. As for segmenting principle, it is more effective. For instance, if a student is confused about a certain section, he or she can watch the video containing that section without having to re-watch the whole lecture. <br />This implies that instructors are supposed to be trained in multimedia instructional design and possess knowledge of these principles and how to efficiently use a video for online learning. Some instructors might be reluctant as it takes time to acquire these skills and to make or search relevant videos. Furthermore, as Mayer mentioned, not all institutions have this technology available since it requires financial resources to hire educational design, cognitive of science learning, and subject matter experts. Moreover, continuous instructors’ training in the use of this technology also requires financial resources. It is also important to note that many students search for videos with explanations of a lecture topic themselves if there is a section in the course material that is unclear to them. Additionally, videos should not replace textbooks or other types of media provided in class. They should only serve as a support to course material and have a purpose. Likewise, as Mayer mentioned, emphasis should be placed on the content rather than production.",48622,2018-09-16T02:22:28.000-04:00,,1124,text,2018-09-20T03:08:48.000-04:00,45306
317209,"Professor Mayer emphasized the significance of visual learning that how you can use visualization to help people learn. For the design of online learning, design graphic makes people learn sufficient since we further know that people learn better from words in pictures than from words alone. In my point of view, I think the designer should concentrate on how to design good graphics including video and how to design good instructional graphics and make a video to help people learn a zero value added the incorporate graphics, not only verbal presentation, especially in k-12 and college education. To look at what is the practical method we can incorporate in video and to keep the presentation simple and focus.",48657,2018-09-17T07:35:21.000-04:00,,0,text,2018-09-17T07:35:21.000-04:00,45306
317311," Mr. Mayer makes mainly focus on two ideas: how significant the visual learning and multimedia will be in the learning process; and how to use design graphics in a most effective way. He mentions a really good point of its all based on instructional method. Instructor/teachers need to understand how to present the idea in a clear way and make students understandable. I believe we have all experienced the influence of visual learning, it helps to trigger our interest and desire to learn, to listen and to understand. However, the most concern is how to use the visual learning/multimedia as an efficient medium to help students better understand the materials and knowledge. And this remains an issue today and needs to be discovered.",48738,2018-09-17T20:52:44.000-04:00,,600,text,2018-09-17T20:52:44.000-04:00,45306
317573,"Visualization makes meaning of the words in the text. Furthermore, using graphics is a good way to summarize relevant information.  ",48622,2018-09-18T14:50:20.000-04:00,317209,0,text,2018-09-18T14:50:20.000-04:00,45306
317596," EdTech is a hot topic recently, and more traditional education companies are adding online products to their existing lines in order to catch the trend. Certainly, more animations and vivid activities are better than plain words for learners to understand, but too much interactions may cause information overload. Mr. Mayer mentioned one point in the video: it is the instructional design that ease the knowledge transfer for learners, but not the media. We shall use media as a supplement to the traditional class. Also moderate use of media is highly recommended, and using media in class should never replace textbooks. <br />Also instructor's training on how to use media products is crucial as well. Especially in college where most of the professors are not adept to new technologies, they may get confused with the technologies and eventually not accept the new concept.",48646,2018-09-18T16:32:52.000-04:00,,741,text,2018-09-18T16:32:52.000-04:00,45306
317625," I agree with saying it's not the media/visualization that causes one learn more effectively, but the effective instructional design that integrates media and technology to enhance one's learning quality. Often we have restricted access to a variety of learning mediums in the classroom learning environment in a sense that only having the verbal presentation of the learning materials is not enough. Meanwhile, it got me think of the project-based learning we focused on for the first week. The medium of learning is supposed to be as diverse as possible, in a way that it should correspond with the ways we experience and perceive the world -- we not only see and hear, but we take actions and more.",48757,2018-09-18T17:39:30.000-04:00,,817,text,2018-09-18T17:39:30.000-04:00,45306
317628," The professor Mayer mentions six principles: (1)multimedia principle: incorporating media into instruction helps people learn better from words and pictures than from words alone (2)coherence principles: keep the presentation simple and focused (3)cotiguilty principle: incorporating the text next to the graphic that is relevant (4)segmenting principle: it's good to break down complicated materials into manageable segments (5)pedagogical principle: good instructional design and sound instructional methods cause learning (6)personalization principle: the voice can be used to help personalize a lesson and helps the learner fell more of a social partnership. He states that just technology available is not useful and we cannot say one medium better than another. When we design video, I think it's good to make the objective clear first, keep the presentation simple and make shorter videos.",48737,2018-09-18T17:47:49.000-04:00,,645,text,2018-09-18T17:47:49.000-04:00,45306
317654," The key points of having videos in the learning process are that video corporate with instructional methods help to learn and a good instructional design causes learning ultimately. Professor Mayer illustrates several principles that what makes a good video, which including coherence principle, keep videos simple and focus on a certain point, contiguity principle, put relevant text next to graphics and voice next to the images, and segmenting principle, break down the complicated materials into understandable pieces. Besides, one thing that we should keep in mind is when we design the instructional method is that we should have the instructional objective in mind.",48638,2018-09-18T19:56:37.000-04:00,,833,text,2018-09-18T19:56:37.000-04:00,45306
317764," As Mayer talks, I soon connect myself to the phrase ""visual learners"". As opposed to verbal learners, visual learners are keen to be exposed to knowledge via graphics, charts, and videos. Yet as Mayer continues, he addresses the problem of not providing good and effective online learning experiences. Personalization is key to online learning and it is the hardest when every single individual is so different from one another. I am engaged in an online course outside of TC and am to learn a specific programming language. The core curriculum is split up into 6 parts; under each part, there are multiple lessons and under each lesson, there are 10 - 30 short video lectures on computing commands with length not exceeding 3 minutes. As I learned, I do believe that this is effective learning as every lecture is very focused; all lectures under a lesson are connected; and all lessons under every part is objectively clear. In addition, the advantage of good online learning design is that learners can also go back to previous lectures and review.",48654,2018-09-19T03:26:48.000-04:00,,584,text,2018-09-19T03:26:48.000-04:00,45306
317787," The usage of video in teaching is advantageous to engage learners, for it can be used to contextualize the information or provide some background information, which can help learners better understand materials, and achieve cognitive interest. But how we apply videos in class matters. I agree with Prof. Mayer's perspective that it is sound instructional design instead of videos that causes learning. The premise is that the class has clear objectives, and then videos could be an effective complement to it. If not, videos  added to the class are likely to be entertainment.",48732,2018-09-19T03:56:47.000-04:00,,927,text,2018-09-19T03:56:47.000-04:00,45306
317962," As professor Mayer said “It is instructional method that causes learning”, neither video nor other new technology could cause study desire. As my understanding, video is just a new medium for learning but the video can not make an instruction become more interesting to students. Instead, it is the instructional content itself. Like Mayer mentioned in the video” Interest should comes from the content itself, not from some external adjunct that you add to it”. I believe it is the instructional method people used could make learning become more interest.",48634,2018-09-19T15:09:47.000-04:00,,794,text,2018-09-19T15:09:47.000-04:00,45306
318208," I think Professor Mayer gives a good point about making videos ""cognitive interest"" rather than ""emotional interest"". I would think that emotional interest would draw more attention to students and let them be more engaged because they ""feel"" more. But he's right, it's not the best for education because the ultimate goal is to convey and teach effectively.",48649,2018-09-19T21:39:22.000-04:00,,848,text,2018-09-19T21:39:22.000-04:00,45306
318263," Visualizing learning/creating interpretable graphics is important. Multimedia approaches to teaching are essential for online learning and it coincides with theories such as pedagogical content knowledge (Shulman 1986/1987) where representing content in multiple ways is important for learners, and instructors must think deeply about how to represent content in different ways. This requires instructors have a strong subject matter understanding and understand how to pedagogically communicate this to others. <br /><br />There's also work by Tufte about visualizing information and the ethics of doing so.",48633,2018-09-20T00:23:49.000-04:00,,85,text,2018-09-20T00:23:49.000-04:00,45306
318265, I like this point about getting away from looking at only the medium but instead looking at instructional methods and how or whether they align with various methods.,48633,2018-09-20T00:25:28.000-04:00,,260,text,2018-09-20T00:25:28.000-04:00,45306
318267, I really like this point that too much detail can be a thing - and this should affect how we design and represent information.,48633,2018-09-20T00:26:49.000-04:00,,343,text,2018-09-20T00:26:49.000-04:00,45306
318319," I agree with the idea that instructional method is more important than the medium. A good instructional method is crucial in networked learning, it is necessary to put some graphics next to the text for illustrating and strengthing our memory on this text. I also agree with the coherence principle that it is not a wise choice to give too much detail in the presentation because we are limited in the processing capability. This principle should be considered while design of video for learning,",48652,2018-09-20T01:54:32.000-04:00,,281,text,2018-09-20T01:54:32.000-04:00,45306
318345,"@Abdul, do you think the use of graphics will be helpful in our traditional classrooms?",12480,2018-09-20T04:10:45.000-04:00,318263,0,text,2018-09-20T04:10:45.000-04:00,45306
318346,"I agree with you in this point. Video and multimedia indeed can make learning interactive, engaging, and impressing. However, it is more important to use appropriate teaching methods which can meet students' learning needs and ability.",48658,2018-09-20T05:43:39.000-04:00,318265,0,text,2018-09-20T05:43:39.000-04:00,45306
318347," I heard a lot of popular ideas regarding how technologies empower education, make our learning personalized, and improve learning efficiency. However, it is not edtech tools such as video and multi-media, as professor Mayer mentioned, make our learning more efficient, but the appropriate instruction methods and content development. The video production is also important because it has to correspond to specific parts and important ideas where teacher is talking about and learners can feel easy to follow. I remember some data science courses I am taking through an online program. The slides presentation is broken down to several parts with clear graphics and voice next to the contents in the way that I can know which part is important to learn. I believe my learning is more efficient because every course has specific objectives and clear guidance. After the slide presentation, there are several related practices and slide review, which offer me good opportunities to know if I understand the course contents well.",48658,2018-09-20T06:09:06.000-04:00,,1152,text,2018-09-20T06:09:06.000-04:00,45306
318720," Professor Meyer points out three principles in instructional multimedia methods designing: coherence, contiguity and segmenting principle. These three principles provide me with insights into the role and design of video for learning, for instance multimedia methods should present contents in a simple, concise and continuous way in order to make people understand. It is critical that complicated topics should be broken down into several sectors, since too much details will make learners feel overloaded and fail to effective learning.<br />Professor Meyer's view of point to arouse cognitive interest also inspired me. A good instructional multimedia design should impart knowledge in a logic, organized and reasonable way to make students feel interesting about the content itself.",49196,2018-09-20T13:57:22.000-04:00,,1001,text,2018-09-20T13:57:22.000-04:00,45306
